obtuvo_credito,numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str
true,4,59.6,71.36,24,46,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,LORETO,Selva,Secano,Venta,Consumidor final,Secano
true,3,19,100,25,58,false,false,true,true,false,false,false,Primaria completa,Hombre,LORETO,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,31,11.3,27,57,false,true,true,false,false,false,true,Primaria completa,Hombre,LORETO,Selva,Secano,Autoconsumo,Acopiador,Secano
false,1,3.75,81.43,18,33,false,false,true,false,false,false,false,Secundaria completa,Mujer,LORETO,Selva,Secano,Venta,Comerciante minorista,Secano
true,1,41,0,19,49,false,true,false,false,false,false,false,Secundaria completa,Hombre,MADRE DE DIOS,Selva,Secano,Otro,Sin ventas,Secano
true,4,0.19,87.5,23,49,false,false,false,false,false,false,true,Primaria completa,Hombre,MOQUEGUA,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,6,1.4,87.29,13,43,false,false,true,false,false,false,false,Secundaria completa,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,0.23,18.67,30,77,false,false,false,false,false,false,false,Superior universitaria completa,Mujer,MOQUEGUA,Sierra,Gravedad,Autoconsumo,Consumidor final,Gravedad
true,1,43,98.37,25,43,false,false,true,true,false,false,true,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,0.25,0,0,27,false,false,false,false,false,false,false,Superior universitaria completa,Hombre,PIURA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,4,10,98.48,20,46,false,false,true,true,false,false,false,Superior universitaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,3,96.67,18,48,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Secano,Venta,Acopiador,Secano
false,1,0.4,75,8,48,false,false,true,false,false,false,false,Primaria completa,Hombre,PIURA,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,6,12.05,85.59,28,47,false,true,false,false,false,false,false,Secundaria completa,Hombre,PUNO,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,10.5,0,10,57,false,false,true,false,false,false,false,Primaria completa,Hombre,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,2,10,0,11,70,false,false,true,false,false,false,true,Sin nivel,Hombre,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,2,13,100,30,45,false,true,true,false,false,false,false,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante mayorista,Secano
true,1,10.7,90.65,40,58,false,false,true,false,false,false,false,Primaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante mayorista,Secano
false,1,1,72.93,5,40,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Consumidor final,Secano
false,1,7,54.26,25,47,false,false,false,false,false,false,false,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante minorista,Secano
true,13,9.9,28.57,30,52,false,false,true,false,false,false,false,Primaria incompleta,Hombre,TACNA,Sierra,Gravedad,Autoconsumo,Acopiador,Gravedad
true,5,3.48,0,40,59,false,false,false,false,false,false,false,Primaria incompleta,Mujer,TACNA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,3,27,99.89,24,46,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,TACNA,Costa,Otro,Venta,Acopiador,Otro
false,1,10,95.69,19,68,false,true,true,false,false,false,false,Superior no universitaria completa,Mujer,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
false,2,54.5,100,30,53,false,false,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Acopiador,Secano
true,3,62,91.67,25,45,false,true,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Comerciante mayorista,Secano
true,2,2.5,37.77,30,50,false,true,false,false,false,false,false,Secundaria completa,Hombre,AMAZONAS,Selva,Secano,Autoconsumo,Comerciante minorista,Secano
true,3,28,99.27,20,56,false,false,true,false,true,false,false,Primaria completa,Hombre,ANCASH,Costa,Goteo,Venta,Acopiador,Goteo
true,11,5.25,11.44,25,51,false,false,false,false,false,false,false,Superior no universitaria completa,Hombre,ANCASH,Sierra,Gravedad,Autoconsumo,Consumidor final,Gravedad
true,14,9.55,62.93,43,61,false,false,true,false,false,false,false,Primaria incompleta,Hombre,APURIMAC,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,5,3.95,57.63,7,34,false,true,true,false,false,false,false,Secundaria completa,Hombre,APURIMAC,Sierra,Aspersion,Venta,Consumidor final,Aspersion
true,3,0.74,86.96,2,32,false,false,false,false,false,false,false,Superior universitaria completa,Mujer,AREQUIPA,Sierra,Gravedad,Venta,Acopiador,Gravedad
false,1,0.04,10,53,73,false,false,false,false,false,false,false,Primaria incompleta,Mujer,AREQUIPA,Costa,Gravedad,Autoconsumo,Consumidor final,Gravedad
true,4,399.94,0,20,48,false,true,true,false,false,false,true,Superior no universitaria incompleta,Mujer,AREQUIPA,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,9,2.67,0,50,75,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AREQUIPA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,15,6.6,0,25,51,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,5,2.85,98.51,14,63,false,true,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
false,2,4.5,100,50,84,false,false,true,false,false,false,false,Superior no universitaria incompleta,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,1,0.5,100,15,64,false,false,false,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,2,21,100,30,59,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,9.3,98.41,30,64,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,4,10.7,74.09,25,45,false,false,false,false,false,false,false,Primaria incompleta,Hombre,AYACUCHO,Selva,Gravedad,Venta,Acopiador,Gravedad
true,8,4.25,86.64,17,40,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AYACUCHO,Sierra,No especificado,Venta,Acopiador,No especificado
true,4,1.5,87.22,5,25,false,false,true,false,false,false,false,Primaria completa,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,7,2.85,94.2,14,29,false,false,true,false,false,true,false,Superior no universitaria completa,Mujer,AYACUCHO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,9,4.33,64.44,45,66,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AYACUCHO,Sierra,No especificado,Venta,Comerciante mayorista,No especificado
true,7,1.09,0,26,54,false,false,true,false,false,false,false,Secundaria completa,Hombre,AYACUCHO,Sierra,Aspersion,Autoconsumo,Sin ventas,Aspersion
true,5,12.5,96.02,40,64,false,false,false,false,false,false,false,Primaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,3,1.52,34.78,28,52,false,true,true,false,true,false,true,Secundaria completa,Mujer,CAJAMARCA,Selva,Secano,Autoconsumo,Asociación/Cooperativa,Secano
true,5,29,78.72,50,73,false,true,true,false,false,false,false,Primaria completa,Hombre,CAJAMARCA,Selva,Secano,Venta,Consumidor final,Secano
true,2,20,100,22,40,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,CAJAMARCA,Selva,Gravedad,Venta,Comerciante minorista,Gravedad
true,7,11.88,92.95,14,32,false,false,false,false,false,false,false,Secundaria completa,Hombre,CAJAMARCA,Selva,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,50,0,15,60,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,CAJAMARCA,Sierra,Secano,Otro,Sin ventas,Secano
true,4,15.5,42.86,40,68,false,false,false,false,false,false,false,Primaria completa,Hombre,CAJAMARCA,Sierra,Secano,Venta,Comerciante minorista,Secano
true,1,0.55,0,30,61,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,CUSCO,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,5,0.44,0,30,51,false,true,true,false,false,false,true,Primaria completa,Mujer,CUSCO,Sierra,Secano,Otro,Sin ventas,Secano
true,10,2.08,77.13,30,56,false,false,true,false,false,false,false,Primaria completa,Hombre,HUANCAVELICA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,17.5,100,29,48,false,false,false,false,false,false,false,Secundaria completa,Hombre,HUANUCO,Selva,Secano,Venta,Empresa/Agroindustria,Secano
true,1,150,100,20,65,false,false,true,false,false,false,false,Secundaria completa,Hombre,HUANUCO,Selva,Secano,Venta,Comerciante mayorista,Secano
true,2,90,6.6,9,32,false,false,true,false,false,false,false,Secundaria completa,Hombre,HUANUCO,Selva,Secano,Autoconsumo,Comerciante minorista,Secano
true,3,11.58,100,10,43,false,false,true,false,false,false,false,Secundaria completa,Mujer,ICA,Costa,No especificado,Venta,Acopiador,No especificado
true,2,4.5,100,20,44,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Goteo,Venta,Acopiador,Goteo
true,2,16,99.97,25,54,false,false,true,false,false,false,false,Superior universitaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,3,17,91.75,25,61,false,true,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Selva,Secano,Venta,Asociación/Cooperativa,Secano
true,5,2.88,99.77,15,38,false,false,true,false,false,false,false,Secundaria completa,Mujer,JUNIN,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,13,6.2,99.27,8,41,false,true,true,false,false,false,false,Superior universitaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,5.8,93.33,22,44,false,false,true,false,false,false,false,Primaria completa,Hombre,JUNIN,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,2,4,98.46,10,32,false,false,true,false,false,false,false,Primaria completa,Hombre,LA LIBERTAD,Costa,Secano,Venta,Acopiador,Secano
false,4,15.56,99.07,10,44,false,false,true,true,false,false,false,Superior no universitaria completa,Hombre,LA LIBERTAD,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,2.76,84.18,12,53,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,LA LIBERTAD,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,6.4,83.33,40,69,false,false,true,false,false,false,false,Secundaria incompleta,Mujer,LA LIBERTAD,Costa,Secano,Venta,Comerciante mayorista,Secano
true,7,11.13,20.83,20,38,false,false,true,false,false,false,false,Primaria completa,Hombre,LA LIBERTAD,Sierra,Gravedad,Autoconsumo,Consumidor final,Gravedad
true,1,0.34,97.14,30,71,false,false,true,false,false,false,false,Primaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,5,10,100,40,56,false,false,true,false,false,false,true,Primaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Consumidor final,Gravedad
true,2,36,100,25,50,false,false,true,true,false,false,false,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,4,4.5,100,7,36,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,21,84.27,15,33,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LORETO,Selva,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,50,4.97,18,55,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,LORETO,Selva,Secano,Autoconsumo,Acopiador,Secano
true,2,49,100,25,57,false,false,true,false,false,false,false,Primaria completa,Hombre,LORETO,Selva,No especificado,Venta,Comerciante mayorista,No especificado
true,2,108,0,5,40,false,true,true,false,false,false,false,Superior no universitaria completa,Hombre,MADRE DE DIOS,Selva,Secano,Autoconsumo,Sin ventas,Secano
true,1,127,0,22,57,false,true,false,false,false,false,false,Secundaria incompleta,Hombre,MADRE DE DIOS,Selva,Secano,Otro,Sin ventas,Secano
false,2,0.58,94.87,60,81,false,false,false,false,false,false,false,Superior universitaria completa,Hombre,MOQUEGUA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,1,0.5,99.75,8,45,false,true,false,false,true,false,false,Superior universitaria incompleta,Mujer,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,4.45,100,20,57,false,false,true,false,false,false,false,Secundaria completa,Hombre,PIURA,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,2,2,99.43,30,57,false,true,false,false,true,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,5,98.04,16,61,false,false,true,true,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,12.75,97.05,16,57,false,false,true,true,false,false,false,Superior universitaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,3,4,100,30,56,false,false,true,true,false,false,false,Secundaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Empresa/Agroindustria,Gravedad
true,5,18.28,0,20,52,false,false,true,false,false,false,false,Secundaria incompleta,Mujer,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,6,6.65,0,8,44,false,false,true,false,false,false,false,Primaria completa,Mujer,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,3,15.14,0,16,52,false,false,true,false,false,false,false,Secundaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,2,34.8,0,30,54,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,11,11.14,6.94,30,48,false,true,true,false,true,false,false,Secundaria completa,Mujer,PUNO,Sierra,Gravedad,Autoconsumo,Asociación/Cooperativa,Gravedad
true,5,10.68,64.33,28,53,false,true,false,false,true,false,true,Secundaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Asociación/Cooperativa,Secano
true,1,26,99.59,15,32,false,false,true,false,false,false,false,Secundaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante mayorista,Secano
true,1,26.74,100,30,51,false,false,true,false,false,false,false,Primaria incompleta,Mujer,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,2,37.7,99.16,31,76,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante mayorista,Secano
true,2,15,98.94,10,68,false,false,true,false,false,false,false,Primaria incompleta,Mujer,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,1,20,99.48,36,54,false,false,true,false,false,false,false,Primaria incompleta,Mujer,TACNA,Costa,Goteo,Venta,Comerciante minorista,Goteo
true,1,10,99.88,22,47,false,true,true,false,false,false,true,Secundaria completa,Hombre,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,2,8.7,100,20,47,false,false,true,false,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,2,4.4,100,10,50,false,false,true,false,false,false,false,Primaria incompleta,Hombre,TUMBES,Costa,No especificado,Venta,Acopiador,No especificado
true,8,31.7,100,41,61,false,false,true,false,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,22.87,99.05,3,35,false,true,true,false,false,false,false,Secundaria completa,Hombre,UCAYALI,Selva,Mangas,Venta,Comerciante mayorista,Mangas
false,1,50,100,20,44,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Acopiador,Secano
true,2,50,100,15,53,false,false,true,false,false,false,false,Primaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Acopiador,Secano
true,1,56,0,2,55,false,false,true,false,false,false,false,Primaria completa,Hombre,PASCO,Selva,Secano,Otro,Sin ventas,Secano
true,2,168,99.48,50,74,false,true,true,false,false,false,false,Superior universitaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Comerciante minorista,Secano
true,2,24.5,100,30,63,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AMAZONAS,Selva,No especificado,Venta,Empresa/Agroindustria,No especificado
true,2,9.5,100,12,30,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AMAZONAS,Selva,Secano,Venta,Acopiador,Secano
true,1,3,0,25,44,false,false,false,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Sierra,Secano,Otro,Sin ventas,Secano
true,6,13.5,93.23,14,38,false,false,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Consumidor final,Secano
true,4,2.31,60.19,14,38,false,false,false,false,false,false,false,Secundaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Comerciante minorista,Secano
false,4,5.8,55.16,35,53,false,true,false,false,false,false,false,Secundaria completa,Hombre,ANCASH,Sierra,Aspersion,Venta,Consumidor final,Aspersion
true,1,0.66,38.46,26,53,false,false,true,false,false,false,false,Superior universitaria incompleta,Hombre,APURIMAC,Sierra,Gravedad,Autoconsumo,Consumidor final,Gravedad
true,5,3.56,96.77,36,59,false,true,true,false,false,false,false,Primaria incompleta,Hombre,APURIMAC,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,8,5.42,82.45,20,47,false,true,true,false,false,false,false,Primaria incompleta,Hombre,APURIMAC,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,5,2.13,100,2,29,false,false,true,false,false,false,false,Secundaria completa,Hombre,APURIMAC,Sierra,Secano,Venta,Acopiador,Secano
true,10,1.43,75.28,38,47,false,false,true,false,false,false,false,Secundaria completa,Hombre,APURIMAC,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,1,0.08,0,40,53,false,false,false,false,false,false,false,Secundaria completa,Hombre,APURIMAC,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,9,4.36,95.42,24,45,false,false,false,false,false,false,false,Primaria incompleta,Hombre,APURIMAC,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,10,2.87,0,12,44,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,1,2,82.52,7,41,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,5,47.15,44.44,20,51,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Autoconsumo,Comerciante minorista,Gravedad
false,2,10.4,0,10,45,false,false,false,false,false,false,false,Secundaria completa,Mujer,AREQUIPA,Costa,No especificado,Otro,Sin ventas,No especificado
false,1,2.98,100,20,43,false,false,true,false,false,false,false,Primaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
